shdon,loaihd,tthai,tgtcthue,tdlap,nbten,nmten
113,banra,1,2681818.00,2023-02-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG ĐỨC ÂN
7249,muavao,1,105841.00,2023-01-11 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
112,banra,1,181818.00,2023-02-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH OLAM TẠI PLEIKU
111,banra,1,327273.00,2023-02-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ĐỊA ĐIỂM KINH DOANH -CÔNG TY TNHH JOLLIBEE VIỆT NAM - JOLLIBEE GIA LAI
110,banra,1,2681818.00,2023-02-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CHĂN NUÔI XANH GIC
109,banra,1,200000.00,2023-02-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN PHONG ĐIỆN GIA LAI
108,banra,1,3818182.00,2023-02-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN HỢP TÁC KINH TẾ 385
107,banra,1,7800000.00,2023-02-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH TIN HỌC QUANG ANH
106,banra,1,136364.00,2023-02-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRUNG TÂM HỖ TRỢ SÁNG KIẾN PHÁT TRIỂN CỘNG ĐỒNG
105,banra,1,1163637.00,2023-02-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN CÀ PHÊ THU HƯỜNG
104,banra,1,3872727.00,2023-02-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN XĂNG DẦU BẮC TÂY NGUYÊN
51555,muavao,1,233133.00,2023-04-02 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
103,banra,1,16481818.00,2023-02-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN XÂY DỰNG THƯƠNG MẠI VÀ DỊCH VỤ AN PHÚ
102,banra,1,3072727.00,2023-02-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CAO SU MANG YANG   RATTANAKIRI
101,banra,1,3727272.00,2023-02-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY VĂN PHÒNG PHƯƠNG NAM
100,banra,1,23809091.00,2023-02-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐIỆN SÊ SAN 3A
99,banra,1,15945455.00,2023-02-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH GIA LAI - CÔNG TY CỔ PHẦN THỰC PHẨM XUẤT KHẨU ĐỒNG GIAO
98,banra,1,18145455.00,2023-02-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN XĂNG DẦU BẮC TÂY NGUYÊN
97,banra,1,2954545.00,2023-02-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY CỔ PHẦN THUỶ ĐIỆN CẦN ĐƠN-NHÀ MÁY THỦY ĐIỆN RY NINH II
96,banra,1,1818182.00,2023-02-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN BỆNH VIỆN ĐẠI HỌC Y DƯỢC - HOÀNG ANH GIA LAI
95,banra,1,3590909.00,2023-02-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN NĂM HOA
94,banra,1,17809091.00,2023-02-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN GIA HÀO PL
93,banra,1,18000000.00,2023-02-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY DỊCH VỤ ĐIỆN LỰC MIỀN TRUNG
92,banra,1,6363637.00,2023-02-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LIÊN ĐOÀN QUY HOẠCH VÀ ĐIỀU TRA TÀI NGUYÊN NƯỚC MIỀN TRUNG
91,banra,1,2681818.00,2023-02-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN MINH THÔNG GIA LAI
90,banra,1,436364.00,2023-02-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG AN HUYỆN MANG YANG
89,banra,1,1227273.00,2023-02-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN THỦY ĐIỆN HOÀNG ANH TÔNA
88,banra,1,1272727.00,2023-02-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH PHÁT TRIỂN DU LỊCH LA MIA
87,banra,1,5072727.00,2023-02-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN TƯ VẤN ĐỊA CHẤT-MÔI TRƯỜNG DUY NHÂN TÂY NGUYÊN
86,banra,1,6481818.00,2023-02-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN MINH TÂN GIA LAI
85,banra,1,418182.00,2023-02-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN BÌNH DƯƠNG
84,banra,1,809091.00,2023-02-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN IN - ĐẦU TƯ PHÁT TRIỂN GIÁO DỤC GIA LAI
83,banra,1,16809091.00,2023-02-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CAO SU MANG YANG   RATTANAKIRI
1324,muavao,1,239090.00,2023-01-05 17:00:00,CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 7 - CHI NHÁNH TỔNG CÔNG TY VIỄN THÔNG MOBIFONE,Công Ty Trách Nhiệm Hữu Hạn Huy Vũ
82,banra,1,2263636.00,2023-02-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH TEKKO VINA
81,banra,1,309091.00,2023-02-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH THƯƠNG PHẨM ATLANTIC VIỆT NAM TẠI TỈNH GIA LAI
80,banra,1,13127273.00,2023-02-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH GIA LAI - CÔNG TY CỔ PHẦN THỰC PHẨM XUẤT KHẨU ĐỒNG GIAO
79,banra,1,654545.00,2023-02-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ THỰC PHẨM GOLDSTAR TẠI GIA LAI
78,banra,1,2800000.00,2023-02-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH SAO VIỆT GIA LAI
77,banra,1,10590909.00,2023-02-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH QUICORNAC
76,banra,1,13727273.00,2023-02-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH CÔNG NGHỆ PHÚC THÀNH
75,banra,1,218182.00,2023-02-03 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH BỆNH VIỆN MẮT CAO NGUYÊN
51554,muavao,1,10259.00,2023-04-02 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
74,banra,1,92713636.00,2023-02-03 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT
73,banra,1,5636364.00,2023-02-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BINH ĐOÀN 15
72,banra,1,9454545.00,2023-02-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH VĨNH TÍN
71,banra,1,2227273.00,2023-02-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY VIỄN THÔNG ĐIỆN LỰC VÀ CÔNG NGHỆ THÔNG TIN - CHI NHÁNH TẬP ĐOÀN ĐIỆN LỰC VIỆT NAM
70,banra,1,1536364.00,2023-02-02 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CÀ PHÊ GIA LAI
69,banra,1,272727.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI ĐÀ NẴNG
68,banra,1,9072727.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN TỔNG CÔNG TY 15 - CHI NHÁNH 710
67,banra,1,1054546.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH TỔNG CÔNG TY CÀ PHÊ VIỆT NAM - CÔNG TY CÀ PHÊ 706
66,banra,1,3627273.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CHẾ BIẾN THỨC ĂN GIA SÚC TRÀ BÁ
65,banra,1,536364.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN NGOẠI THƯƠNG VIỆT NAM - CHI NHÁNH GIA LAI
64,banra,1,3627273.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN TUỆ MỸ GIA LAI
63,banra,1,3627273.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TRƯỜNG PHỔ THÔNG NGUYỄN VĂN LINH GIA LAI
62,banra,1,418182.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN QUẢN LÝ RỪNG PHÒNG HỘ ĐÔNG BẮC CHƯ PĂH
61,banra,1,863636.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Huyện đội Chư Prông - Gia Lai
60,banra,1,2681818.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH MỘT THÀNH VIÊN NGON AVATAR
59,banra,1,727273.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY CỔ PHẦN XĂNG DẦU DẦU KHÍ PVOIL MIỀN TRUNG TẠI GIA LAI
58,banra,1,118182.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN DƯỢC PHẨM TV.PHARM
57,banra,1,1854545.00,2023-02-01 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH DIỆP NGUYÊN GIA LAI
56,banra,1,17754545.00,2023-01-31 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN 30-4 GIA LAI
55,banra,1,2218182.00,2023-01-31 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN XĂNG DẦU BẮC TÂY NGUYÊN
54,banra,1,4636364.00,2023-01-31 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG THCS IAKA
53,banra,1,4345455.00,2023-01-31 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MTV ĐỒNG TÂN CHƯ SÊ
340,banra,1,6254545.00,2023-03-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY VĂN PHÒNG PHƯƠNG NAM
339,banra,1,70000000.00,2023-03-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ HÀ VŨ
338,banra,1,109090909.00,2023-03-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ HÀ VŨ
337,banra,1,7272727.00,2023-03-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LỮ ĐOÀN 132 - BINH CHỦNG THÔNG TIN LIÊN LẠC
336,banra,1,3718182.00,2023-03-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRUNG TÂM DỊCH VỤ TIN HỌC NGUYÊN HẬU
335,banra,1,10909091.00,2023-03-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LỮ ĐOÀN 132 - BINH CHỦNG THÔNG TIN LIÊN LẠC
334,banra,1,600000.00,2023-03-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘ KINH DOANH ĐẠI PHÚ
333,banra,1,1409091.00,2023-03-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TỔNG CÔNG TY XÂY DỰNG TRƯỜNG SƠN
332,banra,1,27072727.00,2023-03-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY THUỶ ĐIỆN IA LY (CHI NHÁNH THUỘC TẬP ĐOÀN ĐIỆN LỰC VIỆT NAM)
331,banra,1,17272727.00,2023-03-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN HOÀNG ANH GIA LAI
330,banra,1,2045454.00,2023-03-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,SỞ GIÁO DỤC VÀ ĐÀO TẠO TỈNH GIA LAI
329,banra,1,9609091.00,2023-03-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH VĨNH HIỆP
328,banra,1,118182.00,2023-03-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH GIA LAI - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE
327,banra,1,164545455.00,2023-03-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ HÀ VŨ
326,banra,1,67545455.00,2023-03-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH VĨNH HIỆP
325,banra,1,5500000.00,2023-03-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN NHƯ HÀ - GIA LAI
324,banra,1,2454545.00,2023-03-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRUNG TÂM GIA NINH
323,banra,1,21545455.00,2023-03-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘ KINH DOANH ĐẠI PHÚ
322,banra,1,400000.00,2023-03-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,QUỸ TÍN DỤNG NHÂN DÂN THỊ TRẤN  IAKHA
321,banra,1,4545455.00,2023-03-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LỮ ĐOÀN 132 - BINH CHỦNG THÔNG TIN LIÊN LẠC
320,banra,1,3627273.00,2023-03-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY CỔ PHẦN SÓNG VIỆT TẠI GIA LAI
319,banra,1,6359091.00,2023-03-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
318,banra,1,581818.00,2023-03-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ĐẢNG ỦY  PHƯỜNG HỘI THƯƠNG
317,banra,1,400000.00,2023-03-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TIỂU HỌC VÀ THCS BÙI THỊ XUÂN
316,banra,1,23363636.00,2023-03-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH VĨNH HIỆP
315,banra,1,6181818.00,2023-03-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN BỆNH VIỆN ĐẠI HỌC Y DƯỢC - HOÀNG ANH GIA LAI
314,banra,1,863636.00,2023-03-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TỔNG CÔNG TY XÂY DỰNG TRƯỜNG SƠN
313,banra,1,4431818.00,2023-03-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN QUANG MINH PHÁT - GIA LAI
312,banra,1,17409091.00,2023-03-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
311,banra,1,181818.00,2023-03-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TẬP ĐOÀN BOSSCO
310,banra,1,127273.00,2023-03-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN TRIỆU HẢI GIA LAI
309,banra,1,136364.00,2023-03-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRUNG TÂM HỖ TRỢ SÁNG KIẾN PHÁT TRIỂN CỘNG ĐỒNG
794,banra,1,14900000.00,2023-08-03 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
308,banra,1,12718182.00,2023-03-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRUNG TÂM DỊCH VỤ TIN HỌC NGUYÊN HẬU
307,banra,1,954545.00,2023-03-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY BẢO MINH GIA LAI
306,banra,1,17681818.00,2023-03-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
305,banra,1,7981818.00,2023-03-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN DU LỊCH GIA LAI
304,banra,1,345455.00,2023-03-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH OLAM TẠI PLEIKU
303,banra,1,2500000.00,2023-03-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY BẢO HIỂM BSH GIA LAI
302,banra,1,490909.00,2023-03-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,KHO BẠC NHÀ NƯỚC GIA LAI
301,banra,1,236363.00,2023-03-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN QUANG MINH PHÁT - GIA LAI
300,banra,1,818182.00,2023-03-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY CỔ PHẦN THUỶ ĐIỆN CẦN ĐƠN-NHÀ MÁY THỦY ĐIỆN RY NINH II
299,banra,1,890909.00,2023-03-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN HOÀNG ANH GIA LAI
298,banra,1,17981818.00,2023-03-25 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
297,banra,1,77000000.00,2023-03-25 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT
296,banra,1,21300000.00,2023-03-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN VIỆT NAM - CHI NHÁNH NAM GIA LAI
295,banra,1,6545455.00,2023-03-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH NHẤT LÊ GIA LAI
294,banra,1,727273.00,2023-03-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN QUẢN LÝ RỪNG PHÒNG HỘ HÀ RA
262,banra,1,3627273.00,2023-03-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CHANH LEO HAPACO
293,banra,1,3627273.00,2023-03-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN HOÀNG LÊ GIA GIA LAI
292,banra,1,954545.00,2023-03-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CÀ PHÊ GIA LAI
291,banra,1,1181818.00,2023-03-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CỤC THỐNG KÊ TỈNH GIA LAI
290,banra,1,13518182.00,2023-03-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI HÒA TRANG
289,banra,1,17572727.00,2023-03-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TẬP ĐOÀN BOSSCO
288,banra,1,4545455.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LỮ ĐOÀN 132 - BINH CHỦNG THÔNG TIN LIÊN LẠC
287,banra,1,3636364.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LỮ ĐOÀN 132 - BINH CHỦNG THÔNG TIN LIÊN LẠC
286,banra,1,4545455.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LỮ ĐOÀN 132 - BINH CHỦNG THÔNG TIN LIÊN LẠC
285,banra,1,1868182.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN T.K TECHNOLOGY GIA LAI
284,banra,1,2209091.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN TƯ VẤN THIẾT KẾ VÀ XÂY DỰNG TRỌNG KHÔI - GIA LAI
283,banra,1,16809091.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TỔNG HỢP DƯƠNG MINH TÂY NGUYÊN
282,banra,1,2650000.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN NĂNG LƯỢNG MỚI THIÊN VŨ VIỆT NAM
281,banra,1,1363636.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN ĐIỆN GIA LAI
280,banra,1,172727.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRUNG TÂM NGHIÊN CỨU & CHUYỂN GIAO KỸ THUẬT TÂY NGUYÊN
279,banra,1,16781818.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TẬP ĐOÀN BOSSCO
253,muavao,1,864872.00,2023-01-02 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
278,banra,1,354546.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MTV TỔNG CÔNG TY 15
277,banra,1,636364.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,KHO 896
276,banra,1,754545.00,2023-03-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH GIA LAI - CÔNG TY CỔ PHẦN THỰC PHẨM XUẤT KHẨU ĐỒNG GIAO
275,banra,1,9090909.00,2023-03-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LỮ ĐOÀN 132 - BINH CHỦNG THÔNG TIN LIÊN LẠC
274,banra,1,454545.00,2023-03-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TIỂU HỌC NGUYỄN VIẾT XUÂN
273,banra,1,454545.00,2023-03-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TIỂU HỌC NGUYỄN VIẾT XUÂN
272,banra,1,272727.00,2023-03-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TIỂU HỌC NGUYỄN VIẾT XUÂN
271,banra,1,454545.00,2023-03-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TIỂU HỌC NGUYỄN VIẾT XUÂN
