shdon,loaihd,tthai,tgtcthue,tdlap,nbten,nmten
963,banra,1,15772727.00,2023-09-17 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BINH ĐOÀN 15
962,banra,1,1772727.00,2023-09-17 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG TRƯỜNG THỊNH
961,banra,1,1272727.00,2023-09-17 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN DÂN VẬN TỈNH ỦY GIA LAI
960,banra,1,12563636.00,2023-09-17 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
959,banra,1,6681818.00,2023-09-17 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Công an huyện Mang Yang
958,banra,1,981818.00,2023-09-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN GIA SÚC LƠ PANG
957,banra,1,12709091.00,2023-09-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN THỰC PHẨM XUẤT KHẨU ĐỒNG GIAO
956,banra,1,14000000.00,2023-09-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
955,banra,1,172727.00,2023-09-15 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH TẠI TỈNH GIA LAI – CÔNG TY TNHH DỰ TÀI
954,banra,1,27136364.00,2023-09-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY THUỶ ĐIỆN IA LY (CHI NHÁNH THUỘC TẬP ĐOÀN ĐIỆN LỰC VIỆT NAM)
953,banra,1,5000000.00,2023-09-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN CHỈ HUY QUÂN SỰ HUYỆN KBANG
952,banra,1,15554545.00,2023-09-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN CHỈ HUY QUÂN SỰ HUYỆN MANG YANG
951,banra,1,1203704.00,2023-09-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN CHỈ HUY QUÂN SỰ HUYỆN MANG YANG
950,banra,1,3046296.00,2023-09-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CP CHĂN NUÔI GIA LAI
949,banra,1,454545.00,2023-09-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CP CHĂN NUÔI GIA LAI
948,banra,1,3590909.00,2023-09-13 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN CHÂU THẠCH GIA LAI
947,banra,1,13927273.00,2023-09-13 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BỆNH VIỆN QUÂN Y 15
946,banra,1,136364.00,2023-09-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRUNG TÂM HỖ TRỢ SÁNG KIẾN PHÁT TRIỂN CỘNG ĐỒNG
945,banra,1,1018182.00,2023-09-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN TÍN DỤNG GIA LAI
944,banra,1,15890909.00,2023-09-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,XÍ NGHIỆP KHẢO SÁT THIẾT KẾ - CHI NHÁNH TỔNG CÔNG TY 15
943,banra,1,5454545.00,2023-09-12 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,UBND XÃ IA KRENG
942,banra,1,2636364.00,2023-09-11 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN NGỌC NHÂN
941,banra,1,12672728.00,2023-09-11 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TIỂU HỌC ĐAKSƠMEI
940,banra,1,2727273.00,2023-09-11 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN TƯ VẤN VÀ THIẾT KẾ XÂY DỰNG PHÚ QUANG VINH PHÁT
939,banra,1,14263636.00,2023-09-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ĐÀI KHÍ TƯỢNG THUỶ VĂN KHU VỰC TÂY NGUYÊN
938,banra,1,3590909.00,2023-09-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LỮ ĐOÀN 273 - QUÂN ĐOÀN 3
937,banra,1,290909.00,2023-09-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TRUNG HỌC CƠ SỞ  THỊ TRẤN PHÚ HÒA
936,banra,1,6945455.00,2023-09-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRUNG TÂM DỊCH VỤ TIN HỌC NGUYÊN HẬU
935,banra,1,14963636.00,2023-09-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
934,banra,1,1100000.00,2023-09-09 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY CỔ PHẦN TỔNG CÔNG TY SÔNG GIANH TẠI GIA LAI
933,banra,1,1227273.00,2023-09-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH SUNGROW POWER (VIỆT NAM)
932,banra,1,15781818.00,2023-09-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
931,banra,1,1118182.00,2023-09-08 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"ĐỒN BIÊN PHÒNG IA O , BĐBP GIA LAI"
930,banra,1,1181818.00,2023-09-07 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN NĂNG LƯỢNG MỚI THIÊN VŨ VIỆT NAM
929,banra,1,836364.00,2023-09-07 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN CHẾ BIẾN THỨC ĂN GIA SÚC ĐÔNG GIA LAI
928,banra,1,654545.00,2023-09-07 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN BỆNH VIỆN ĐẠI HỌC Y DƯỢC - HOÀNG ANH GIA LAI
927,banra,1,24427273.00,2023-09-07 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MEDLATEC ĐẮK LẮK
926,banra,1,1545455.00,2023-09-07 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN XĂNG DẦU BẮC TÂY NGUYÊN
925,banra,1,4990909.00,2023-09-07 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,AGRIBANK  CHI NHÁNH THÀNH PHỐ PLEIKU GIA LAI
21120,muavao,1,285333.00,2023-02-09 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
924,banra,1,1300000.00,2023-09-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MTV ĐỒNG TÂN CHƯ SÊ
923,banra,1,3563636.00,2023-09-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Trường tiểu học Kim Đồng
922,banra,1,1636364.00,2023-09-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TRƯỜNG SƠN 145
921,banra,1,2636364.00,2023-09-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN TRẦN HUY GIA LAI
920,banra,1,16954545.00,2023-09-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
919,banra,1,3727273.00,2023-09-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TRUNG HỌC CƠ SỞ TRẦN PHÚ
918,banra,1,1000000.00,2023-09-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TRƯỜNG SƠN 145
917,banra,1,772727.00,2023-09-06 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Trung tâm Dịch vụ nông nghiệp huyện Ia Grai
916,banra,1,10181818.00,2023-09-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TRƯỜNG SƠN 145
915,banra,1,3590909.00,2023-09-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TIỂU HỌC TRẦN ĐẠI NGHĨA
914,banra,1,2590909.00,2023-09-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG THCS NGUYỄN ĐÌNH CHIỂU
913,banra,1,1681818.00,2023-09-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TRƯỜNG SƠN 145
912,banra,1,26818182.00,2023-09-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT
911,banra,1,101852.00,2023-09-04 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH NÉT VIỆT
910,banra,1,14990909.00,2023-09-04 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỢP TÁC XÃ XÂY DỰNG - THƯƠNG MẠI DỊCH VỤ NAM GIA LAI
909,banra,1,16618182.00,2023-09-04 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,XƯỞNG 340 QUÂN KHU 5
908,banra,1,17190909.00,2023-09-04 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
907,banra,1,636364.00,2023-09-04 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TIỂU HỌC NGUYỄN DU
906,banra,1,3590909.00,2023-09-03 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN ĐIỆN NĂNG ĐỨC LONG GIA LAI
905,banra,1,381818.00,2023-09-03 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TIỂU HỌC NGUYỄN DU
904,banra,1,1068182.00,2023-08-31 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,VPP PHÚ QUÝ
1211,banra,1,15000000.00,2023-10-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT
1210,banra,1,800000.00,2023-10-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH OLAM TẠI PLEIKU
1209,banra,1,1342593.00,2023-10-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Trường THCS Hùng Vương Ia Grai
1208,banra,1,10290909.00,2023-10-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Trường THCS Hùng Vương Ia Grai
1207,banra,1,309091.00,2023-10-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH SX - TM GIA KHANG
1206,banra,1,13181818.00,2023-10-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN AN THỊNH PHÁT GIA LAI
1205,banra,1,5272727.00,2023-10-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MTV TƯ VẤN THIẾT KẾ VÀ THI CÔNG DANACON
1204,banra,1,86218182.00,2023-10-30 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,PHÒNG HẬU CẦN CÔNG AN TỈNH GIA LAI
1203,banra,1,12727273.00,2023-10-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN AN THỊNH PHÁT GIA LAI
1202,banra,1,736364.00,2023-10-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN KỸ NGHỆ GAMMA
1201,banra,1,1081818.00,2023-10-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN SƠN SOLAR GIA LAI
1200,banra,1,2900000.00,2023-10-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH XỔ SỐ KIẾN THIẾT TỈNH GIA LAI
1199,banra,1,1090909.00,2023-10-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH VẬN TẢI VÀ THI CÔNG CƠ GIỚI - TỔNG CÔNG TY XÂY DỰNG LŨNG LÔ
1198,banra,1,14172727.00,2023-10-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN 30-4 GIA LAI
1197,banra,1,927273.00,2023-10-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN TÂY SƠN
1196,banra,1,2636364.00,2023-10-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH LV 68
1195,banra,1,3845455.00,2023-10-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH TỔNG CÔNG TY CÀ PHÊ VIỆT NAM - CÔNG TY CÀ PHÊ IA SAO I
1194,banra,1,7263636.00,2023-10-29 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH TỔNG CÔNG TY CÀ PHÊ VIỆT NAM - CÔNG TY CÀ PHÊ IA SAO I
1193,banra,1,1681818.00,2023-10-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,VĂN PHÒNG ĐĂNG KÝ ĐẤT ĐAI TỈNH GIA LAI-CHI NHÁNH HUYỆN MANG YANG
1192,banra,1,11818182.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
1191,banra,1,10000000.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
1190,banra,1,12272727.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
1189,banra,1,12272727.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
1188,banra,1,12272727.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
1187,banra,1,12909091.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
1186,banra,1,12909091.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
1185,banra,1,12909091.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
1184,banra,1,12909091.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
1183,banra,1,12909091.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN AN THỊNH PHÁT GIA LAI
1182,banra,1,10545455.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN TƯ VẤN XÂY DỰNG HOÀNG UYÊN GIA LAI
1181,banra,1,13636364.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN ĐỨC DUNG CHƯ SÊ
1180,banra,1,13636364.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN ĐỨC DUNG
1179,banra,1,13636364.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
1178,banra,1,2445455.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG VIỆT GIA LAI
1177,banra,1,13636364.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,
1176,banra,1,114772727.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH VI TÍNH QUI NHƠN
1175,banra,1,13636364.00,2023-10-27 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH VĨNH HIỆP
1174,banra,1,10545455.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN FIDITOUR
1173,banra,1,12727273.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN FIDITOUR
1172,banra,1,12727273.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH VĨNH HIỆP
1171,banra,1,18636364.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN FIDITOUR
1170,banra,1,9436364.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,XƯỞNG 340 QUÂN KHU 5
1169,banra,1,20727273.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN XÂY DỰNG DỊCH VỤ VÀ THƯƠNG MẠI 68
1168,banra,1,2953704.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH THUẦN LÝ
1166,banra,1,354546.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN QUỐC TẾ ANH VĂN HỘI VIỆT MỸ
1165,banra,1,17927273.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
1164,banra,1,7500000.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MTV THƯƠNG MẠI THIÊN NGÂN KON TUM
1163,banra,1,2181818.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MTV ĐỒNG TÂN CHƯ SÊ
1162,banra,1,900000.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,XƯỞNG 340 QUÂN KHU 5
1161,banra,1,5181818.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘ KINH DOANH : NGUYỄN THỊ THU SIM
1160,banra,1,500000.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN THỦY ĐIỆN TÂY NGUYÊN
1159,banra,1,63636.00,2023-10-26 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRÁCH NHIỆM HỮU HẠN THỦY ĐIỆN TÂY NGUYÊN
1158,banra,1,1090909.00,2023-10-25 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CỤC QUẢN LÝ THỊ TRƯỜNG TỈNH GIA LAI
1157,banra,1,1227273.00,2023-10-25 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY TNHH OLAM TẠI TỈNH GIA LAI
1156,banra,1,1045455.00,2023-10-25 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TRƯỜNG PHỔ THÔNG NGUYỄN VĂN LINH GIA LAI
1155,banra,1,17609091.00,2023-10-25 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
1154,banra,1,1136364.00,2023-10-25 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG PHONG HẢI GIA LAI
1153,banra,1,1545455.00,2023-10-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Đảng ủy phường Chi Lăng
1152,banra,1,409091.00,2023-10-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG TRUNG HỌC CƠ SỞ ANH HÙNG WỪU
15905,muavao,1,1155701.00,2023-01-31 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
1151,banra,1,4563636.00,2023-10-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHI NHÁNH CÔNG TY CỔ PHẦN TƯ VẤN SÔNG ĐÀ - TRUNG TÂM THÍ NGHIỆM XÂY DỰNG SÔNG ĐÀ
1150,banra,1,863636.00,2023-10-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH XÂY DỰNG CÔNG NÔNG NGHIỆP THADICO
1149,banra,1,954545.00,2023-10-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH XÂY DỰNG CÔNG NÔNG NGHIỆP THADICO
1148,banra,1,4045455.00,2023-10-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRUYỀN TẢI ĐIỆN 3
1147,banra,1,2245455.00,2023-10-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,UBND PHƯỜNG HỘI THƯƠNG
1146,banra,1,9900000.00,2023-10-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN THUỶ ĐIỆN ĐĂK ĐOA
1145,banra,1,3350000.00,2023-10-24 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN XÂY DỰNG GIAO THÔNG AN BÌNH
1144,banra,1,3818182.00,2023-10-23 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG THCS NGUYỄN BỈNH KHIÊM
1143,banra,1,936364.00,2023-10-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN T.K TECHNOLOGY GIA LAI
1142,banra,1,1363636.00,2023-10-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LÀNG TRẺ EM SOS PLEIKU
1141,banra,1,15163636.00,2023-10-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LÀNG TRẺ EM SOS PLEIKU
1140,banra,1,20428182.00,2023-10-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY THUỶ ĐIỆN IA LY (CHI NHÁNH THUỘC TẬP ĐOÀN ĐIỆN LỰC VIỆT NAM)
1139,banra,1,2727273.00,2023-10-22 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TRƯỜNG THCS CHU VĂN AN
1138,banra,1,2704545.00,2023-10-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT
1137,banra,1,790909.00,2023-10-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN T.K TECHNOLOGY GIA LAI
1104,banra,1,418182.00,2023-10-16 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY BẢO VIỆT GIA LAI
1136,banra,1,11536364.00,2023-10-21 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG ANH KIỆT
1135,banra,1,800000.00,2023-10-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CỤM 2287 - BTM - QUÂN KHU 5
1134,banra,1,500000.00,2023-10-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH MỘT THÀNH VIÊN HẬU CẦN 28 SANG AN GIA LAI
1133,banra,1,2181818.00,2023-10-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN NICOTEX GIA LAI
1132,banra,1,500000.00,2023-10-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BAN QUẢN LÝ RỪNG PHÒNG HỘ IA MEUR
1131,banra,1,833333.00,2023-10-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TNHH NÉT VIỆT
1130,banra,1,13454545.00,2023-10-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LIÊN ĐOÀN LAO ĐỘNG TỈNH GIA LAI
1129,banra,1,1090909.00,2023-10-20 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY TRUYỀN TẢI ĐIỆN 3
1128,banra,1,17800000.00,2023-10-19 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CÔNG TY CỔ PHẦN TRƯỜNG SƠN 145
1127,banra,1,1318182.00,2023-10-19 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,NGÂN HÀNG NÔNG NGHIỆP VÀ PHÁT TRIỂN NÔNG THÔN VIỆT NAM - CHI NHÁNH TỈNH GIA LAI
